MD,TVDSS,GR,NPHI,RHOZ,DT,VCL,PHIE,Deltaic_Facies
3302.7,3190.5756,119.0957,0.2055,2.6141,79.9001,0.7482,0.0206,5
3302.85,3190.7075,118.4141,0.1966,2.6221,79.5312,0.7452,0.0214,5
3303,3190.8394,120.6331,0.196,2.6246,79.6572,0.747,0.0208,5
3303.15,3190.9713,123.3263,0.2006,2.6159,79.523,0.7471,0.0208,5
3303.3,3191.1033,120.6263,0.2023,2.6133,79.8846,0.7473,0.0209,5
3303.45,3191.2352,118.9483,0.209,2.6051,81.5936,0.754,0.02,5
3303.6,3191.3671,121.7882,0.2099,2.5527,85.2639,0.6719,0.0517,5
3303.75,3191.499,113.524,0.2499,2.3601,96.2164,0.434,0.1008,5
3303.9,3191.6309,90.6479,0.3559,2.0217,111.6261,0.0538,0.0149,5
3304.05,3191.7628,57.5966,0.5058,1.6395,122.8004,0,0,5
3304.2,3191.8947,40.1602,0.6016,1.4652,130.4444,0,0,4
3304.35,3192.0266,47.1572,0.5781,1.6644,118.8948,0,0,4
3304.5,3192.1585,75.5833,0.4527,2.1099,107.7283,0.0449,0.0043,4
3304.65,3192.2904,104.1584,0.3484,2.499,97.603,0.6431,0.0573,4
3304.8,3192.4224,118.352,0.291,2.6659,87.2784,0.9869,0.0025,4
3304.95,3192.5543,122.8459,0.2971,2.6555,84.6986,1,0.0001,4
3305.1,3192.6862,125.3137,0.2809,2.6365,84.835,0.9994,0.0001,4
3305.25,3192.8181,127.3663,0.2547,2.6143,83.9403,0.914,0.0006,4
3305.4,3192.95,122.3841,0.231,2.6061,83.9197,0.8388,0.0039,4
3305.55,3193.0819,115.9009,0.2314,2.6003,83.486,0.7897,0.0102,4
3305.7,3193.2138,112.239,0.2339,2.6157,83.1634,0.7527,0.0192,4
3305.85,3193.3457,111.3075,0.235,2.6348,83.1672,0.7511,0.0207,4
3306,3193.4776,112.4205,0.247,2.6487,83.2744,0.8576,0.0039,4
3306.15,3193.6095,111.7062,0.2588,2.6461,83.3347,0.9631,0.0003,5
3306.3,3193.7415,109.6793,0.2668,2.6446,83.2926,0.9526,0.0001,5
3306.45,3193.8734,108.7513,0.2546,2.6507,83.204,0.8968,0.0066,5
3306.6,3194.0053,105.4382,0.2391,2.6441,83.0867,0.7088,0.0462,5
3306.75,3194.1372,105.8392,0.2339,2.6337,82.6229,0.6863,0.0477,5
3306.9,3194.2691,106.4058,0.2343,2.6187,81.999,0.6945,0.0433,5
3307.05,3194.401,107.9588,0.2351,2.6144,82.1637,0.7157,0.0336,5
3307.2,3194.5329,111.6437,0.2301,2.6211,82.4188,0.755,0.0193,5
3307.35,3194.6648,115.2139,0.2347,2.6275,82.9768,0.8001,0.0096,5
3307.5,3194.7967,121.3741,0.2433,2.6393,83.5944,0.8526,0.0034,5
