MD,TVDSS,GR,NPHI,RHOZ,DT,VCL,PHIE,Deltaic_Facies
3215.64,3014.5493,98.6457,0.2536,2.5088,84.6121,0.6267,0.0759,1
3215.7924,3014.6782,96.9669,0.24,2.5237,84.6621,0.6501,0.0706,1
3215.9448,3014.8071,102.6345,0.2392,2.5191,85.1002,0.6736,0.0741,1
3216.0972,3014.936,103.4916,0.2487,2.505,85.4291,0.6583,0.0833,1
3216.2496,3015.0649,102.6624,0.2498,2.4897,86.1788,0.6347,0.0877,1
3216.402,3015.1938,103.2806,0.2445,2.4891,86.3394,0.6108,0.0882,1
3216.5544,3015.3228,104.1853,0.2368,2.4908,86.1495,0.6149,0.0876,5
3216.7068,3015.4517,99.1475,0.2414,2.491,85.7507,0.6046,0.0912,5
3216.8592,3015.5806,95.2579,0.2518,2.489,85.382,0.6085,0.0978,5
3217.0116,3015.7095,96.4348,0.2764,2.5086,85.7678,0.7179,0.0456,5
3217.164,3015.8384,108.3625,0.2759,2.5371,86.1824,0.7492,0.0293,5
